school_urn,school_name,la_name,disadv_good_pass_pct,non_disadv_good_pass_pct,gap_pp,n_disadvantaged,pct_white_british,pct_fsm_perf_tables,headcount
139624,Beauchamp College,Leicestershire,47.7,66.0,18.3,44,10.8,21.4,478.0
115322,Beauchamps High School,Essex,31.3,55.7,24.4,32,11.8,82.4,1210.0
113956,Beaucroft Foundation School,Dorset,,,,6,,,
138093,Beaumont Hill Academy,Darlington,0.0,0.0,0.0,15,,,
120281,Beaumont Leys School,Leicester,16.2,50.0,33.8,68,31.6,42.8,457.0
138286,Beaumont School,Hertfordshire,21.4,77.3,55.9,14,4.6,60.6,1000.0
138274,Beccles High School,Suffolk,6.9,26.3,19.4,29,50.4,92.9,221.0
138239,Becket Keys Church of England Free School,Essex,38.1,73.2,35.1,21,9.6,75.1,856.0
143112,Beckfoot Oakbank,Bradford,14.9,34.0,19.1,114,37.3,68.9,1036.0
139975,Beckfoot School,Bradford,37.8,61.7,23.9,45,15.7,67.4,1082.0
143114,Beckfoot Thornton,Bradford,24.2,40.7,16.5,91,36.9,56.4,717.0
142031,Beckfoot Upper Heaton,Bradford,17.9,40.0,22.1,56,43.3,2.6,18.0
148772,Beckmead College,Croydon,,,,21,,,
145591,Beckmead Park Academy,Croydon,,,,6,,,
121670,Bedale High School,North Yorkshire,29.4,41.7,12.3,17,20.2,92.3,517.0
116527,Bedales School,Hampshire,,,,z,,,
135619,Bede Academy,Northumberland,30.4,54.5,24.1,56,24.0,91.6,1843.0
114657,Bede's Senior School,East Sussex,,,,z,,,
142687,Bedelsford School,Kingston upon Thames,,,,4,,,
136085,Bedford Academy,Bedford,32.1,41.2,9.1,81,37.2,29.6,407.0
138228,Bedford Free School,Bedford,17.9,44.3,26.4,28,28.4,13.9,73.0
109727,Bedford Girls' School,Bedford,,,,z,,,
109717,Bedford Greenacre Independent School,Bedford,,,,z,,,
106523,Bedford High School,Wigan,36.0,54.5,18.5,75,37.3,80.3,884.0
109728,Bedford Modern School,Bedford,,,,z,,,
109718,Bedford School,Bedford,,,,z,,,
144977,Bedlington Academy,Northumberland,31.1,50.0,18.9,45,31.2,95.7,792.0
138204,Bedminster Down School,"Bristol, City of",22.5,49.1,26.6,71,38.4,74.8,770.0
131181,Beech Grove School,Kent,,,,z,,,
111474,Beech Hall School,Cheshire East,,,,z,,,
105855,Beech House School,Rochdale,,,,z,,,
139414,Beech Lodge School,Windsor and Maidenhead,,,,z,,,
150011,Beechcliffe Special School,Bradford,0.0,0.0,0.0,23,,,
146972,Beechen Cliff School,Bath and North East Somerset,52.4,66.2,13.8,21,11.2,78.8,965.0
143327,Beechwood School,Slough,22.4,30.9,8.5,49,40.4,29.8,247.0
118949,Beechwood School,Kent,,,,z,,,
136236,Begdale House School,Cambridgeshire,,,,z,,,
102171,Beis Chinuch Lebonos Girls School,Hackney,,,,z,,,
135168,Beis Hatalmud School,Salford,,,,z,,,
136117,Beis Malka Girls school,Salford,,,,z,,,
100295,Beis Malka Girls' School,Hackney,,,,z,,,
140492,Beis Medrash Elyon,Barnet,,,,z,,,
100293,Beis Rochel d'Satmar Girls' School,Hackney,,,,z,,,
136086,Beis Ruchel Girls School,Salford,,,,z,,,
131342,Beis Trana Girls' School,Hackney,,,,z,,,
138698,Beis Yaakov High School,Salford,,,,2,2.8,97.2,277.0
138174,Belfairs Academy,Southend-on-Sea,22.5,48.4,25.9,40,20.3,78.7,1264.0
109382,Belgrave School,"Bristol, City of",,,,z,,,
138087,Belle Vue Girls' Academy,Bradford,27.4,35.2,7.8,73,35.9,0.9,9.0
138183,Bellerive FCJ Catholic College,Liverpool,25.6,48.5,22.9,39,32.9,65.3,608.0
114308,Belmont Community School,County Durham,36.0,71.7,35.7,50,33.5,89.1,755.0
131697,Belmont Park School,Waltham Forest,0.0,,,13,,,
131025,Belmont School,Lancashire,,,,z,,,
147577,Belmont School,Gloucestershire,,,,9,,,
147471,Belong School Devon,Devon,,,,z,,,
146671,Belong School Gloucestershire,Gloucestershire,,,,z,,,
112989,Belper School and Sixth Form Centre,Derbyshire,17.1,50.0,32.9,35,20.9,91.2,1082.0
146506,Belvidere School,Shropshire,23.9,37.4,13.5,46,28.2,84.5,711.0
101965,Belvue School,Ealing,,,,18,,,
118939,Benenden School,Kent,,,,z,,,
144271,Benfield School,Newcastle upon Tyne,16.2,37.9,21.7,117,65.4,57.5,529.0
142759,Benjamin Britten Academy of Music and Mathematics,Suffolk,26.4,54.0,27.6,72,31.5,92.8,1171.0
135805,Benjamin College,Buckinghamshire,,,,z,,,
146052,Bennerley Fields School,Derbyshire,,,,5,,,
136603,Bennett Memorial Diocesan School,Kent,26.5,61.8,35.3,34,9.6,68.2,1291.0
101851,Bensham Manor School,Croydon,0.0,0.0,0.0,27,,,
137178,Bentley Wood High School,Harrow,46.4,69.7,23.3,69,28.7,4.3,60.0
108083,Benton Park School,Leeds,17.5,50.0,32.5,40,17.5,82.4,1226.0
107169,Bents Green School,Sheffield,2.3,0.0,-2.3,44,,,
145192,Bep Academy,Havering,,,,z,,,
149028,Bere Clinic School,Hampshire,,,,z,,,
117604,Berkhamsted School,Hertfordshire,,,,z,,,
137598,Berwick Academy,Northumberland,20.9,40.2,19.3,43,28.4,91.6,537.0
101388,Beth Jacob Grammar School for Girls,Barnet,,,,z,,,
107168,Bethany School,Sheffield,,,,z,,,
118978,Bethany School,Kent,,,,z,,,
136334,Beths Grammar School,Bexley,100.0,97.6,-2.4,27,11.1,22.0,366.0
115821,Bettridge School,Gloucestershire,,,,3,,,
149194,Bettws Lifehouse,Shropshire,,,,z,,,
136995,Beverley Grammar School,East Riding of Yorkshire,25.0,52.5,27.5,20,18.8,91.1,731.0
118072,Beverley High School,East Riding of Yorkshire,20.7,57.6,36.9,29,17.9,88.1,729.0
111773,Beverley School,Middlesbrough,,,,3,,,
138895,Bexhill High Academy,East Sussex,21.9,40.5,18.6,96,30.7,82.5,1200.0
136369,Bexley Grammar School,Bexley,100.0,98.1,-1.9,8,3.0,33.7,506.0
137138,Bexleyheath Academy,Bexley,23.5,32.8,9.3,51,26.5,48.6,723.0
109690,Biddenham International School and Sports College,Bedford,28.2,40.2,12.0,71,34.2,16.4,222.0
139839,Biddick Academy,Sunderland,22.4,48.2,25.8,76,30.8,92.9,993.0
137356,Biddulph High School,Staffordshire,28.9,37.5,8.6,45,20.5,95.5,735.0
142540,Bideford College,Devon,25.7,61.4,35.7,70,28.3,92.8,1343.0
113643,Bidwell Brook School,Devon,,,,6,,,
141411,Big Creative Independent School,Waltham Forest,,,,z,,,
140436,Billing Brook Special School,West Northamptonshire,,,,13,,,
145575,Bilton School,Warwickshire,21.2,51.8,30.6,66,29.3,66.1,770.0
107439,Bingley Grammar School,Bradford,30.7,49.8,19.1,75,25.0,49.7,978.0
134640,Birch Wood (Melton Area Special School),Leicestershire,0.0,0.0,0.0,9,,,
148220,Birches Head Academy,Stoke-on-Trent,11.6,21.2,9.6,86,36.6,57.1,544.0
103591,Birchfield Independent Girls' School,Birmingham,,,,z,,,
123616,Birchfield School,Shropshire,,,,z,,,
139840,Birchwood Community High School,Warrington,27.5,50.5,23.0,51,37.2,80.5,716.0
137637,Birchwood High School,Hertfordshire,23.1,45.1,22.0,39,16.7,75.3,1095.0
148566,Birchwood School,Warrington,,,,z,,,
137297,Birkdale High School,Sefton,27.0,65.5,38.5,37,21.6,84.8,783.0
107163,Birkdale School,Sheffield,,,,z,,,
135877,Birkenhead High School Academy,Wirral,32.1,48.6,16.5,28,18.1,1.2,14.0
136411,Birkenhead Park School,Wirral,25.5,40.9,15.4,94,65.2,78.7,604.0
105123,Birkenhead School,Wirral,,,,z,,,
143418,Birmingham Independent College,Birmingham,,,,z,,,
136944,Birmingham Ormiston Academy,Birmingham,54.8,61.3,6.5,31,13.8,78.0,798.0
105280,Birtenshaw School Bolton,Bolton,,,,z,,,
145182,Birtenshaw School Merseyside,Liverpool,,,,z,,,
130657,Bishop Auckland College,County Durham,,,,1,,,
148706,Bishop Barrington Academy,County Durham,10.2,36.2,26.0,59,51.2,94.0,566.0
103560,Bishop Challoner Catholic College,Birmingham,41.1,61.0,19.9,73,37.5,45.7,570.0
150606,Bishop Challoner Catholic School,Tower Hamlets,37.0,58.4,21.4,119,32.1,13.6,141.0
116478,Bishop Challoner Catholic Secondary School,Hampshire,28.6,74.0,45.4,21,9.9,37.6,335.0
143082,Bishop Douglass School Finchley,Barnet,41.9,60.5,18.6,43,26.1,5.2,53.0
136851,Bishop Fox's School,Somerset,18.6,51.1,32.5,43,21.6,72.5,804.0
111424,Bishop Heber High School,Cheshire West and Chester,50.0,55.9,5.9,18,12.0,92.3,1183.0
136466,Bishop Justus CofE School,Bromley,19.4,33.6,14.2,67,32.2,32.4,379.0
140472,"Bishop Luffa School, Chichester",West Sussex,9.5,64.0,54.5,21,10.1,80.6,1273.0
140126,Bishop Milner Catholic College,Dudley,21.6,45.5,23.9,37,27.6,43.0,360.0
138107,Bishop Perowne CofE College,Worcestershire,15.6,39.5,23.9,77,32.7,70.5,824.0
137407,Bishop Ramsey Church of England School,Hillingdon,26.1,63.8,37.7,23,11.1,46.4,583.0
137296,Bishop Rawstorne Church of England Academy,Lancashire,47.6,74.9,27.3,21,8.4,93.8,903.0
137086,Bishop Stopford School,North Northamptonshire,29.4,69.2,39.8,17,6.9,57.3,836.0
102052,Bishop Stopford's School,Enfield,22.4,35.7,13.3,49,46.6,3.4,21.0
100638,Bishop Thomas Grant Catholic Secondary School,Lambeth,41.7,69.0,27.3,48,23.1,17.8,210.0
147345,Bishop Ullathorne Catholic School,Coventry,36.1,62.0,25.9,36,24.6,39.1,445.0
137988,Bishop Vesey's Grammar School,Birmingham,88.2,98.3,10.1,17,11.6,29.7,420.0
140524,Bishop Walsh Catholic School,Birmingham,46.2,67.8,21.6,26,12.4,64.4,696.0
136500,Bishop Wordsworth's Church of England Grammar School,Wiltshire,90.0,97.3,7.3,10,4.1,68.2,810.0
144809,Bishop Young Church of England Academy,Leeds,23.9,38.8,14.9,88,53.8,26.8,209.0
137757,Bishop's Hatfield Girls' School,Hertfordshire,34.5,59.8,25.3,29,18.5,50.7,478.0
117605,Bishop's Stortford College,Hertfordshire,,,,z,,,
137633,Bishopshalt School,Hillingdon,68.2,71.6,3.4,44,26.6,22.4,290.0
149322,Bishopswood School,Oxfordshire,,,,3,,,
116458,Bitterne Park School,Southampton,15.2,43.4,28.2,99,30.2,67.2,1354.0
146936,Blackburn Central High School,Blackburn with Darwen,28.8,38.2,9.4,66,39.3,20.4,201.0
137965,Blackfen School for Girls,Bexley,13.3,42.4,29.1,30,15.1,62.8,880.0
133392,Blackford Education (Schools) Ltd t/a the Libra School,Devon,,,,z,,,
141448,Blackfriars Academy,Staffordshire,,,,7,,,
100756,Blackheath High School GDST,Greenwich,,,,z,,,
141132,Blackpool Aspire Academy,Blackpool,24.7,34.4,9.7,97,64.6,82.5,689.0
143039,Blackwater Academy,Birmingham,,,,z,,,
111396,"Blacon High School, A Specialist Sports College",Cheshire West and Chester,13.6,20.3,6.7,59,47.2,87.9,620.0
113019,Bladon House School,Derbyshire,,,,z,,,
147219,Blaise High School,"Bristol, City of",39.1,60.9,21.8,69,42.4,54.8,498.0
102175,Blanche Nevile School,Haringey,,,,4,,,
114606,Blatchington Mill School,Brighton and Hove,34.8,68.7,33.9,66,20.9,64.5,1055.0
137906,Blenheim High School,Surrey,20.5,52.7,32.2,39,15.8,68.2,951.0
149032,Blessed Carlo Acutis Catholic and Church of England Academy,Halton,3.1,31.7,28.6,32,58.0,84.3,306.0
116999,Blessed Edward Oldcorne Catholic College,Worcestershire,18.2,66.5,48.3,33,17.1,55.0,577.0
141146,Blessed George Napier Catholic School and Sixth Form,Oxfordshire,25.0,45.4,20.4,20,14.0,41.0,372.0
110107,Blessed Hugh Faringdon Catholic School,Reading,10.8,46.3,35.5,37,19.0,23.9,250.0
136432,Blessed John Henry Newman Roman Catholic College,Oldham,22.3,44.2,21.9,103,36.0,58.2,870.0
146235,Blessed Robert Sutton Catholic Voluntary Academy,Staffordshire,21.1,52.8,31.7,19,23.3,70.6,432.0
106376,Blessed Thomas Holford Catholic College,Trafford,9.5,48.4,38.9,42,13.3,71.1,1147.0
147581,"Blessed Trinity Roman Catholic College, A Voluntary Academy",Lancashire,10.8,34.3,23.5,74,34.2,69.7,887.0
142193,Blessed William Howard Catholic School,Staffordshire,36.6,57.7,21.1,41,21.3,74.4,712.0
102694,Blossom House School,Merton,,,,z,,,
149826,Bloxham Grove Academy,Oxfordshire,,,,4,,,
123275,Bloxham School,Oxfordshire,,,,z,,,
137274,Bloxwich Academy,Walsall,18.0,39.7,21.7,128,63.6,72.7,1054.0
138606,Blue Coat Church of England Academy,Walsall,12.5,24.3,11.8,80,55.8,8.1,78.0
137272,Blue Coat Church of England School and Music College,Coventry,30.2,64.5,34.3,63,28.2,26.4,462.0
131536,Blue Mountain Education,Nottinghamshire,,,,z,,,
135576,Blue Skies School,Medway,,,,z,,,
104495,Bluebell Park School,Knowsley,,,,10,,,
143932,Bluebell School Ltd,Staffordshire,,,,z,,,
137798,Bluecoat Aspley Academy,Nottingham,38.2,52.7,14.5,76,41.7,13.7,185.0
140369,Bluecoat Beechdale Academy,Nottingham,15.6,35.3,19.7,122,67.0,59.3,528.0
148548,Bluecoat Trent Academy,Nottingham,,,,0,50.3,26.4,236.0
145146,Bluecoat Wollaton Academy,Nottingham,36.5,62.5,26.0,63,38.0,26.6,220.0
113575,Blundell's School,Devon,,,,z,,,
149376,Blythe Bridge High School,Staffordshire,12.0,46.4,34.4,25,14.2,92.9,961.0
145931,Bmat Stem Academy,Essex,9.4,18.9,9.5,32,37.0,71.1,189.0
100291,Bnois Jerusalem Girls School,Hackney,,,,z,,,
105996,Bnos Yisroel School Manchester,Salford,,,,z,,,
136015,Bnos Zion of Bobov,Hackney,,,,z,,,
144739,Bobby Moore Academy,Newham,47.4,54.0,6.6,78,44.2,12.4,134.0
136383,Bodmin College,Cornwall,23.6,51.9,28.3,55,27.8,88.0,1265.0
149712,Bohunt Farnborough,Hampshire,26.1,36.6,10.5,46,33.5,61.4,386.0
147187,Bohunt Horsham,West Sussex,26.7,63.6,36.9,15,12.0,79.7,893.0
136643,Bohunt School,Hampshire,53.8,69.4,15.6,26,8.8,83.2,1556.0
142181,Bohunt School Wokingham,Wokingham,41.2,61.9,20.7,17,8.1,62.0,794.0
140424,Bohunt School Worthing,West Sussex,12.5,49.4,36.9,24,17.6,74.4,667.0
145866,Bolder Academy,Hounslow,35.1,43.8,8.7,57,29.9,21.9,209.0
108730,Boldon School,South Tyneside,9.4,39.8,30.4,106,52.0,90.8,966.0
138498,Bolton Islamic Girls School,Bolton,,,,z,,,
142340,Bolton Muslim Girls School,Bolton,51.0,64.4,13.4,49,37.6,0.0,0.0
105271,Bolton School Boys' Division,Bolton,,,,z,,,
105272,Bolton School Girls' Division,Bolton,,,,z,,,
145314,Bolton St Catherine's Academy,Bolton,12.5,25.8,13.3,72,51.5,64.7,660.0
150605,Bonus Pastor Catholic College,Lewisham,25.0,50.4,25.4,48,24.9,14.4,132.0
121722,Bootham School,York,,,,z,,,
137800,Borden Grammar School,Kent,71.4,84.5,13.1,14,11.1,70.4,653.0
103493,Bordesley Green Girls' School & Sixth Form,Birmingham,48.1,40.0,-8.1,79,60.2,0.4,4.0
121699,Boroughbridge High School,North Yorkshire,0.0,45.5,45.5,10,21.9,90.4,396.0
142666,Boston Endeavour Academy,Lincolnshire,,,,4,,,
139140,Boston High School,Lincolnshire,69.2,77.4,8.2,13,11.9,62.4,509.0
146217,Boston Spa Academy,Leeds,44.0,78.2,34.2,50,20.0,70.0,1019.0
151697,Bosvena School,Cornwall,,,,z,,,
137969,Bosworth Academy,Leicestershire,25.9,58.4,32.5,27,13.7,64.4,1003.0
122149,Bosworth Independent School,West Northamptonshire,,,,z,,,
136677,Bottisham Village College,Cambridgeshire,33.8,64.9,31.1,68,20.4,74.7,1095.0
116558,Boundary Oak School,Hampshire,,,,z,,,
137572,Bourne Academy,Lincolnshire,28.6,40.2,11.6,56,23.3,85.9,1349.0
126069,Bourne Community College,West Sussex,12.1,38.6,26.5,33,21.3,87.9,641.0
137793,Bourne Grammar School,Lincolnshire,57.1,95.4,38.3,21,6.4,67.4,1173.0
113937,Bournemouth Collegiate School,"Bournemouth, Christchurch and Poole",,,,z,,,
137452,Bournemouth School,"Bournemouth, Christchurch and Poole",100.0,95.7,-4.3,12,6.6,56.6,727.0
136996,Bournemouth School for Girls,"Bournemouth, Christchurch and Poole",90.9,96.4,5.5,11,6.4,58.7,739.0
141318,Bournville School,Birmingham,27.3,32.7,5.4,55,63.2,46.3,320.0
100965,Bow School,Tower Hamlets,25.6,43.2,17.6,125,46.0,6.3,74.0
142603,Bow Street School,Wolverhampton,,,,z,,,
117034,Bowbrook House School,Worcestershire,,,,z,,,
100986,Bowden House School,Tower Hamlets,,,,7,,,
119036,Bower Grove School,Kent,0.0,0.0,0.0,22,,,
139307,Bower Park Academy,Havering,15.5,38.3,22.8,58,35.7,62.6,636.0
136997,Bowland High,Lancashire,14.3,44.6,30.3,7,8.5,92.8,571.0
149708,Bracken Hill School,Nottinghamshire,,,,4,,,
113031,Brackenfield Special School,Derbyshire,,,,6,,,
110121,Bradfield College,West Berkshire,,,,z,,,
147788,Bradfield School,Sheffield,16.7,59.8,43.1,30,15.8,85.4,872.0
140701,Bradfields Academy,Medway,,,,28,,,
135367,Bradford Academy,Bradford,14.4,34.4,20.0,125,51.4,39.8,670.0
107461,Bradford Christian School,Bradford,,,,z,,,
140429,Bradford Forster Academy,Bradford,11.1,34.3,23.2,90,45.3,53.7,520.0
140204,Bradford Girls' Grammar School,Bradford,31.1,41.5,10.4,61,45.5,1.3,9.0
107455,Bradford Grammar School,Bradford,,,,z,,,
137753,Bradley Stoke Community School,South Gloucestershire,19.2,62.7,43.5,26,10.4,59.8,830.0
142316,Bradon Forest School,Wiltshire,5.3,51.3,46.0,19,18.2,76.7,714.0
101095,Bradstow School,Wandsworth,,,,2,,,
103611,Braidwood School for the Deaf,Birmingham,11.1,0.0,-11.1,9,,,
138837,Bramcote College,Nottinghamshire,28.0,67.0,39.0,25,25.7,67.4,542.0
124879,Bramfield House School,Suffolk,,,,z,,,
106139,Bramhall High School,Stockport,32.0,64.2,32.2,50,18.0,70.8,908.0
147036,Bramley Hill School,Surrey,,,,z,,,
101393,Brampton College,Barnet,,,,z,,,
136669,Brampton Manor Academy,Newham,60.0,70.2,10.2,170,42.5,2.4,69.0
147679,Brandles School,Hertfordshire,,,,9,,,
145108,Brannel School,Cornwall,30.0,31.6,1.6,50,30.3,90.5,843.0
136358,Branston Community Academy,Lincolnshire,18.2,38.5,20.3,33,22.5,91.8,1058.0
143723,Branthwaite Academy,Cumberland,,,,c,,,
136936,Brantwood Specialist School,Sheffield,,,,z,,,
138041,Braunton Academy,Devon,37.5,64.0,26.5,16,14.2,89.0,748.0
143138,Brayton Academy,North Yorkshire,40.9,71.9,31.0,22,16.5,85.3,795.0
140039,Break Through School,Bexley,,,,z,,,
117681,Breakspeare School,Hertfordshire,,,,7,,,
148537,Brearley Hall School,Calderdale,,,,z,,,
121765,Breckenbrough School,North Yorkshire,,,,z,,,
138250,Breckland School,Suffolk,23.1,35.9,12.8,26,24.1,82.9,508.0
117032,Bredon School,Worcestershire,,,,z,,,
145239,Brenkley School,North Tyneside,,,,z,,,
100760,Brent Knoll School,Lewisham,,,,12,,,
139095,Brentford School for Girls,Hounslow,23.5,49.0,25.5,51,31.5,13.6,114.0
101939,Brentside High School,Ealing,36.7,45.5,8.8,120,45.0,6.1,97.0
145474,Brentwood County High School,Essex,33.3,44.3,11.0,24,17.8,60.2,664.0
106391,Brentwood School,Trafford,,,,4,,,
115429,Brentwood School,Essex,,,,z,,,
138834,Brentwood Ursuline Convent High School,Essex,53.8,79.9,26.1,13,10.3,34.9,354.0
119021,Brewood Secondary School,Kent,,,,z,,,
132732,Brian Jackson College,Kirklees,,,,z,,,
109410,Briarwood School,"Bristol, City of",,,,9,,,
145470,Brickyard Barn Outdoor Learning Centre,Warwickshire,,,,z,,,
139264,Bridge House Independent School,Lincolnshire,,,,z,,,
149189,Bridge House School,Stockport,,,,z,,,
139049,Bridge Learning Campus,"Bristol, City of",14.7,32.3,17.6,68,56.2,69.1,857.0
142833,Bridge School Malvern,Worcestershire,,,,z,,,
138437,Bridgemary School,Hampshire,9.1,26.0,16.9,44,38.1,88.1,697.0
141598,Bridgewater High School,Warrington,17.5,63.1,45.6,40,13.3,82.1,1374.0
105992,Bridgewater School,Salford,,,,z,,,
147206,Bridgeway School,Lancashire,,,,z,,,
139143,Bridgnorth Endowed School,Shropshire,25.0,41.3,16.3,16,12.3,95.3,574.0
138375,Bridgwater College Academy,Somerset,6.2,21.3,15.1,65,36.1,74.7,1177.0
118111,Bridlington School,East Riding of Yorkshire,7.1,24.3,17.2,84,52.4,84.3,803.0
136604,Brighouse High School,Calderdale,14.9,35.9,21.0,47,22.4,88.6,1154.0
105748,Bright Futures School,Oldham,,,,z,,,
149443,Bright Minds Creative Academy,Croydon,,,,z,,,
136164,Brighton Aldridge Community Academy,Brighton and Hove,18.0,29.1,11.1,61,49.4,74.0,602.0
114614,Brighton College,Brighton and Hove,,,,z,,,
114658,Brighton Girls GDST,Brighton and Hove,,,,z,,,
149707,Brighton Hill Community School,Hampshire,30.3,46.3,16.0,33,16.6,81.2,1041.0
146036,Brighton and Hove Clinic School,Brighton and Hove,,,,z,,,
143238,Brigshaw High School,Leeds,19.5,52.1,32.6,41,21.2,91.6,1220.0
109319,Brimsham Green School,South Gloucestershire,11.1,47.8,36.7,18,20.3,85.4,898.0
136279,Brine Leas School,Cheshire East,27.5,58.0,30.5,40,14.4,81.0,1143.0
136301,Brinsworth Academy,Rotherham,31.3,41.4,10.1,67,32.1,50.0,692.0
139043,Bristnall Hall Academy,Sandwell,28.7,45.8,17.1,94,38.7,47.1,517.0
135300,Bristol Brunel Academy,"Bristol, City of",22.8,50.9,28.1,92,35.4,49.0,636.0
135575,Bristol Cathedral Choir School,"Bristol, City of",41.0,67.0,26.0,39,25.8,45.6,539.0
136822,Bristol Free School,"Bristol, City of",25.0,76.5,51.5,40,14.0,77.0,995.0
109369,Bristol Grammar School,"Bristol, City of",,,,z,,,
135959,Bristol Metropolitan Academy,"Bristol, City of",23.2,47.3,24.1,69,30.0,44.9,492.0
137755,Brixham College,Torbay,8.5,28.1,19.6,47,29.4,90.3,951.0
142784,Broadbeck Learning Centre,Bradford,,,,z,,,
119883,Broadfield Specialist School,Lancashire,0.0,0.0,0.0,13,,,
146063,Broadland High Ormiston Academy,Norfolk,36.0,52.8,16.8,25,20.5,83.5,632.0
138985,Broadlands Academy,Bath and North East Somerset,0.0,34.3,34.3,15,41.7,77.6,281.0
135252,Broadlands Hall,Suffolk,,,,z,,,
147351,Broadoak Academy,North Somerset,19.6,39.7,20.1,51,39.0,70.0,515.0
138124,Broadoak School,Trafford,8.2,43.8,35.6,49,51.4,68.9,376.0
142225,Broadstones School,Stockport,,,,z,,,
147935,Broadwater School,Surrey,30.8,70.3,39.5,26,17.5,82.4,594.0
139841,Broadway Academy,Birmingham,28.8,41.1,12.3,118,57.3,0.2,3.0
131960,Broadwood School,Calderdale,,,,z,,,
137458,Brockhill Park Performing Arts College,Kent,19.1,26.1,7.0,68,31.1,85.6,1162.0
138521,Brockington College,Leicestershire,25.6,47.5,21.9,39,16.4,78.1,936.0
116574,Brockwood Park School,Hampshire,,,,z,,,
141989,Bromley Beacon Academy,Bromley,,,,17,,,
101692,Bromley High School GDST,Bromley,,,,z,,,
136107,Brompton Academy,Medway,14.1,29.9,15.8,78,36.7,60.6,838.0
149474,Brompton Hall School,North Yorkshire,,,,9,,,
117012,Bromsgrove School,Worcestershire,,,,z,,,
131059,Brondesbury College London,Brent,,,,z,,,
147067,Bronte Girls' Academy,Bradford,46.6,45.6,-1.0,58,36.4,0.4,3.0
149073,Brook Academy,Gloucestershire,,,,7,,,
113648,Brook Green Centre for Learning,Plymouth,,,,17,,,
148546,Brook Mead Academy,Leicester,,,,0,27.6,19.1,163.0
148932,Brook Sixth Form and Academy,Barking and Dagenham,22.2,29.4,7.2,9,42.5,12.2,29.0
136069,Brook View School,Lancashire,,,,z,,,
120341,Brooke House College,Leicestershire,,,,z,,,
135185,Brooke House Day School,Leicestershire,,,,z,,,
145200,Brooke School,Warwickshire,0.0,0.0,0.0,14,,,
135317,Brooke Weston Academy,North Northamptonshire,37.5,63.3,25.8,32,18.2,58.7,692.0
136548,Brookfield Community School,Derbyshire,22.6,65.5,42.9,31,19.9,88.4,1032.0
116419,Brookfield Community School,Hampshire,25.5,58.2,32.7,47,12.2,89.1,1608.0
119895,Brookfield School,Lancashire,,,,16,,,
110186,Brookfields Special School,West Berkshire,,,,11,,,
131751,Brookland School,Oldham,,,,z,,,
