school_urn,school_laestab,school_name,la_code,la_name,disadvantaged_pupils,disadvantaged_good_pass_pct,non_disadvantaged_good_pass_pct,all_pupils_good_pass_pct,gap_pp
138210,9314050,The Henry Box School,E10000025,Oxfordshire,25,16,39.2,37.2,23.2
116466,8504307,The Henry Cort Community College,E10000014,Hampshire,36,19.4,50,44.4,30.6
135511,8936107,The Henslow and Evolution School,E06000051,Shropshire,z,,,,
135662,8846905,The Hereford Church of England Academy,E06000019,"Herefordshire, County of",37,13.5,34.6,26.7,21.1
140786,9195420,The Hertfordshire & Essex High School and Science College,E10000015,Hertfordshire,9,22.2,78.4,,56.2
147883,3514002,The Heys School,E08000002,Bury,61,13.1,22,20,8.9
148563,9164022,The High School Leckhampton,E10000013,Gloucestershire,0,,,,
136858,8254001,The Highcrest Academy,E06000060,Buckinghamshire,65,16.9,34.2,27.1,17.3
150217,9194122,The Highfield School,E10000015,Hertfordshire,45,20,47.6,41.4,27.6
148417,8554040,The Hinckley School,E10000018,Leicestershire,23,13,46.3,41.4,33.3
146988,3596004,The Holden School,E08000010,Wigan,z,,,,
139956,8914016,The Holgate Academy,E10000024,Nottinghamshire,80,6.3,28.8,20.9,22.5
148922,8884195,The Hollins,E10000017,Lancashire,43,11.6,42.3,35.6,30.7
137678,3145404,The Hollyfield School and Sixth Form Centre,E09000021,Kingston upon Thames,46,39.1,67.5,61.5,28.4
147897,8864027,The Holmesdale School,E10000016,Kent,27,29.6,37.7,37,8.1
136263,3026201,The Holmewood School,E09000003,Barnet,z,,,,
136880,8724047,The Holt School,E06000041,Wokingham,20,60,82.3,,22.3
138459,3145402,The Holy Cross School,E09000021,Kingston upon Thames,23,60.9,76.5,,15.6
149299,3804094,"The Holy Family Catholic School, a Voluntary Academy",E08000032,Bradford,40,2.5,14.9,11.5,12.4
136729,8814400,The Honywood Community Science School,E10000012,Essex,29,31,51.8,47.4,20.8
141466,8875457,The Howard School,E06000035,Medway,38,18.4,35.3,,16.9
137119,8874000,The Hundred of Hoo Academy,E06000035,Medway,61,26.2,43.5,39.4,17.3
141617,2054002,The Hurlingham Academy,E09000013,Hammersmith and Fulham,58,50,74.2,65.5,24.2
116422,8504144,The Hurst School,E10000014,Hampshire,24,12.5,44.9,40.6,32.4
144356,8884021,The Hyndburn Academy,E10000017,Lancashire,47,19.1,29.2,27,10.1
139312,9317018,The Iffley Academy,E10000025,Oxfordshire,18,,,,
139553,8784001,The Ilfracombe Church of England Academy,E10000008,Devon,51,25.5,60.6,51.5,35.1
137561,8566011,The Imam Muhammad Adam Institute School,E06000016,Leicester,z,,,,
144804,8406015,The Independent Grammar School:Durham,E06000047,County Durham,z,,,,
140691,9214002,The Island Free School,E06000046,Isle of Wight,23,34.8,61.2,55.5,26.4
135453,3346010,The Island Project School,E08000029,Solihull,z,,,,
139234,8606906,The JCB Academy,E10000028,Staffordshire,47,21.3,43,38.7,21.7
138865,8814007,The James Hornsby School,E10000012,Essex,84,11.9,36.4,26.7,24.5
103009,3195402,The John Fisher School,E09000029,Sutton,26,42.3,68.7,,26.4
102247,3106002,The John Lyon School,E09000015,Harrow,z,,,,
147439,2034009,The John Roan School,E09000011,Greenwich,71,23.9,48.1,41,24.2
136197,8866919,The John Wallis Church of England Academy,E10000016,Kent,87,8,29.6,21.5,21.6
150656,9194039,The John Warner School,E10000015,Hertfordshire,40,12.5,37.6,31.8,25.1
138020,8654075,The John of Gaunt School,E06000054,Wiltshire,59,13.6,46.9,38.4,33.3
137628,8914408,The Joseph Whitaker School,E10000024,Nottinghamshire,55,18.2,44.3,38,26.1
118843,8864622,The Judd School,E10000016,Kent,7,85.7,98.9,,13.2
149086,8937002,The Keystone Academy,E06000051,Shropshire,11,,,,
142080,3364003,The Khalsa Academy Wolverhampton,E08000031,Wolverhampton,39,35.9,58.8,54.8,22.9
138641,8914226,The Kimberley School,E10000024,Nottinghamshire,40,37.5,52.6,50.2,15.1
101369,3026004,The King Alfred School,E09000003,Barnet,z,,,,
146439,9334005,The King Alfred School an Academy,E06000066,Somerset,66,18.2,39.5,33.9,21.3
137309,3524810,The King David High School,E08000003,Manchester,15,33.3,63.1,60.7,29.8
136868,8815421,The King Edmund School,E10000012,Essex,65,15.4,25.1,22.3,9.7
137746,9294501,The King Edward VI School,E06000057,Northumberland,42,21.4,63.1,58.6,41.7
136577,8815403,The King John School,E10000012,Essex,54,27.8,54.8,49.8,27.0
136398,8745404,The King's (The Cathedral) School,E06000031,Peterborough,17,58.8,77.7,75.5,18.9
134223,8066906,The King's Academy,E06000002,Middlesbrough,89,15.7,41.1,30.5,25.4
148402,8604012,The King's CofE Academy,E10000028,Staffordshire,44,22.7,28.7,26.4,6.0
139500,3844020,The King's School,E08000036,Wakefield,50,40,66.7,62.9,26.7
116595,8506050,The King's School,E10000014,Hampshire,z,,,,
136673,8784005,The King's School,E10000008,Devon,26,23.1,61.2,58,38.1
117037,8856027,The King's School,E10000034,Worcestershire,z,,,,
111485,8966019,The King's School,E06000050,Cheshire West and Chester,z,,,,
117650,9196224,The King's School,E10000015,Hertfordshire,z,,,,
123315,9316100,The King's School,E10000025,Oxfordshire,z,,,,
118996,8866048,The King's School Canterbury,E10000016,Kent,z,,,,
111473,8956007,The King's School In Macclesfield,E06000049,Cheshire East,z,,,,
115780,9166003,"The King's School, Gloucester",E10000013,Gloucestershire,z,,,,
137166,9255402,"The King's School, Grantham",E10000019,Lincolnshire,11,81.8,95.8,,14.0
136783,9334583,The Kings of Wessex Academy,E06000066,Somerset,29,20.7,57.7,54,37.0
149102,8254014,The Kingsbrook School,E06000060,Buckinghamshire,0,,,,
125775,9376005,The Kingsley School,E10000031,Warwickshire,z,,,,
141862,3144001,The Kingston Academy,E09000021,Kingston upon Thames,30,50,83.8,78.6,33.8
142509,3564040,The Kingsway School,E08000007,Stockport,59,35.6,55,51.4,19.4
136608,9194016,The Knights Templar School,E10000015,Hertfordshire,43,32.6,49.4,45,16.8
141451,8934412,The Lacon Childe School,E06000051,Shropshire,16,12.5,45.3,39.3,32.8
148424,8556055,The Lady Byron School,E10000018,Leicestershire,z,,,,
112379,9434056,The Lakes School,E06000064,Westmorland and Furness,10,40,41.9,42.2,1.9
113637,8787020,The Lampard Community School,E10000008,Devon,12,,,,
135631,8716905,The Langley Academy,E06000039,Slough,40,50,63.1,61.5,13.1
122066,9404055,The Latimer Arts College,E06000061,North Northamptonshire,32,12.5,45.2,39.7,32.7
102055,3085400,The Latymer School,E09000010,Enfield,14,92.9,99.4,99,6.5
146639,3714012,The Laurel Academy,E08000017,Doncaster,57,43.9,72,58.6,28.1
140356,3066028,The Laurels School,E09000008,Croydon,z,,,,
144084,3084038,The Lea Valley Academy,E09000010,Enfield,75,20,20.9,23.2,0.9
140987,8864012,The Leigh UTC,E10000016,Kent,25,28,48.1,46,20.1
143954,8864015,The Lenham School,E10000016,Kent,45,0,22.8,16.5,22.8
147989,9336014,The Levels School,E06000066,Somerset,z,,,,
110914,8736003,The Leys School,E10000003,Cambridgeshire,z,,,,
149909,9266035,The Lighthouse,E10000020,Norfolk,z,,,,
130913,3576056,The Limes School,E08000008,Tameside,z,,,,
120754,9257015,The Lincoln St Christopher's School,E10000019,Lincolnshire,15,,,,
142744,8457031,The Lindfield School,E10000011,East Sussex,11,0,0,0,0.0
144952,3324003,The Link Academy,E08000027,Dudley,91,24.2,40.4,31.7,16.2
144851,3197006,The Link School,E09000029,Sutton,11,0,0,0,0.0
148031,8396013,The Lion Works School,E06000058,"Bournemouth, Christchurch and Poole",z,,,,
131356,8466043,The Lioncare School,E06000043,Brighton and Hove,z,,,,
135745,9386912,The Littlehampton Academy,E10000032,West Sussex,56,21.4,35,33.2,13.6
142859,8866143,The Llewellyn School and Nursery,E10000016,Kent,z,,,,
132788,2076399,The Lloyd Williamson School Foundation,E09000020,Kensington and Chelsea,z,,,,
116589,8506005,The Loddon School,E10000014,Hampshire,z,,,,
137157,2055400,The London Oratory School,E09000013,Hammersmith and Fulham,30,53.3,82.4,,29.1
136716,8304052,The Long Eaton School,E10000007,Derbyshire,54,22.2,42.9,36.7,20.7
148393,3554005,The Lowry Academy,E08000006,Salford,96,38.5,51.3,43.7,12.8
119892,8887097,The Loyne Specialist School,E10000017,Lancashire,1,,,,
147906,8386012,The Luccombe Hub,E06000059,Dorset,z,,,,
150483,8954006,The Macclesfield Academy,E06000049,Cheshire East,36,11.1,43.7,33.3,32.6
137116,9364160,The Magna Carta School,E10000030,Surrey,35,28.6,50.7,46.3,22.1
118897,8865425,The Malling School,E10000016,Kent,42,19,29.2,28.5,10.2
105591,3526029,The Manchester Grammar School,E08000003,Manchester,z,,,,
148851,8254067,The Mandeville School,E06000060,Buckinghamshire,42,4.8,37.5,29,32.7
137158,8914032,The Manor Academy,E10000024,Nottinghamshire,70,24.3,38.6,35.2,14.3
151301,8907001,The Maple School,E06000009,Blackpool,9,0,,,
137833,8865401,The Maplesden Noakes School,E10000016,Kent,46,8.7,34.5,27.7,25.8
136979,8934437,The Marches School,E06000051,Shropshire,61,29.5,41.3,39.7,11.8
110152,8686013,The Marist School,E06000040,Windsor and Maidenhead,z,,,,
116641,8507075,The Mark Way School,E10000014,Hampshire,9,0,0,0,0.0
138108,8554016,The Market Bosworth School,E10000018,Leicestershire,8,25,74.7,72.5,49.7
118076,8114055,The Market Weighton School,E06000011,East Riding of Yorkshire,22,18.2,48.5,42.9,30.3
138817,9314560,The Marlborough Church of England School,E10000025,Oxfordshire,22,13.6,69.4,63.6,55.8
138042,9195414,The Marlborough Science Academy,E10000015,Hertfordshire,38,13.2,41.3,36.7,28.1
135290,8866909,The Marsh Academy,E10000016,Kent,62,17.7,29.6,24.7,11.9
147661,8737008,The Martin Bacon Academy,E10000003,Cambridgeshire,8,0,0,0,0.0
137828,8554032,The Martin High School Anstey,E10000018,Leicestershire,27,11.1,50,45.3,38.9
142391,8104011,The Marvell College,E06000010,"Kingston upon Hull, City of",100,13,35.5,25.2,22.5
138765,9364202,The Matthew Arnold School,E10000030,Surrey,46,19.6,56,47.1,36.4
113608,8786034,The Maynard School,E10000008,Devon,z,,,,
140865,3714606,The McAuley Catholic High School,E08000017,Doncaster,67,19.4,40.9,35.6,21.5
135689,9356226,The Meadows Montessori School,E10000029,Suffolk,z,,,,
132231,3337017,The Meadows School,E08000028,Sandwell,16,,,,
131905,8407000,The Meadows School,E06000047,County Durham,14,,,,
143346,8607028,The Meadows School,E10000028,Staffordshire,11,,,,
142118,9337000,The Mendip School,E06000066,Somerset,3,,,,
145468,8936034,The Mews,E06000051,Shropshire,z,,,,
148960,8696021,The Mile House Therapeutic School,E06000037,West Berkshire,z,,,,
147116,9167024,The Milestone School,E10000013,Gloucestershire,17,,,,
135665,8266905,The Milton Keynes Academy,E06000042,Milton Keynes,113,26.5,40.7,35.5,14.2
145643,8914669,The Minster School,E10000024,Nottinghamshire,28,46.4,59.3,59,12.9
136674,3824040,The Mirfield Free Grammar,E08000034,Kirklees,35,20,54.1,49.5,34.1
145322,8254042,The Misbourne School,E06000060,Buckinghamshire,16,31.3,54.9,53.8,23.6
136947,8466018,The Montessori Place,E06000043,Brighton and Hove,z,,,,
136392,3834101,The Morley Academy,E08000035,Leeds,70,40,67,60.7,27.0
105103,3444066,The Mosslands School,E08000015,Wirral,78,9,28.6,,19.6
121726,8166003,The Mount School (York),E06000014,York,z,,,,
136640,8504015,The Mountbatten School,E10000014,Hampshire,37,21.6,61,56.2,39.4
137159,8914635,The National CofE Academy,E10000024,Nottinghamshire,45,6.7,47.1,38.9,40.4
143105,3316004,The National Mathematics and Science College,E08000026,Coventry,z,,,,
112397,9424501,The Nelson Thomlinson School,E06000063,Cumberland,27,22.2,50.9,47.9,28.7
148131,8616026,The Nest,E06000021,Stoke-on-Trent,z,,,,
142035,8734011,The Netherhall School,E10000003,Cambridgeshire,58,15.5,50,39.3,34.5
138585,8504005,The New Forest Academy,E10000014,Hampshire,50,18,50.7,37.2,32.7
147986,3066023,The New School,E09000008,Croydon,z,,,,
144489,8914022,The Newark Academy,E10000024,Nottinghamshire,47,21.3,55.1,49.2,33.8
138301,8554007,The Newbridge School,E10000018,Leicestershire,40,20,44.3,39.1,24.3
138918,9264000,The Nicholas Hamond Academy,E10000020,Norfolk,42,21.4,33.8,30.7,12.4
117530,9194104,The Nobel School,E10000015,Hertfordshire,36,38.9,48,47.2,9.1
146030,8886115,The Nook School,E10000017,Lancashire,z,,,,
136788,3815400,The North Halifax Grammar School,E08000033,Calderdale,6,83.3,91.4,91,8.1
148712,8864246,The North School,E10000016,Kent,83,22.9,49,39,26.1
138019,8864528,The Norton Knatchbull School,E10000016,Kent,27,81.5,92.3,,10.8
100624,2084223,The Norwood School,E09000022,Lambeth,53,18.9,58.8,48.1,39.9
139765,8924462,The Nottingham Emmanuel School,E06000018,Nottingham,109,31.2,47.6,39,16.4
147654,8954005,The Oaks Academy,E06000049,Cheshire East,40,7.5,31.8,21.6,24.3
134662,8407033,The Oaks Secondary School,E06000047,County Durham,42,0,0,0,0.0
141363,8924006,The Oakwood Academy,E06000018,Nottingham,48,16.7,41.5,35.1,24.8
127715,3447215,The Observatory School,E08000015,Wirral,12,0,0,0,0.0
103880,3327004,The Old Park School,E08000027,Dudley,5,,,,
131422,8866076,The Old Priory School,E10000016,Kent,z,,,,
133651,8736032,The Old School House,E10000003,Cambridgeshire,z,,,,
136895,3444067,The Oldershaw School,E08000015,Wirral,97,6.2,22,12.4,15.8
141947,8814016,The Ongar Academy,E10000012,Essex,25,4,32.2,27.2,28.2
135650,9266905,The Open Academy,E10000020,Norfolk,42,26.2,40.3,36.7,14.1
123282,9316034,The Oratory School,E10000025,Oxfordshire,z,,,,
144366,8126005,The Orchard Independent Special School,E06000012,North East Lincolnshire,z,,,,
119058,8867062,The Orchard School,E10000016,Kent,10,,,,
145293,9336008,The Orchard School,E06000066,Somerset,z,,,,
142015,8604013,The Orme Academy,E10000028,Staffordshire,31,22.6,38.6,35.5,16.0
146200,8786075,The Outdoors School,E10000008,Devon,z,,,,
148354,9314019,The Oxford Academy,E10000025,Oxfordshire,106,17.9,24.5,20.6,6.6
143714,3127007,The PRIDE Academy,E09000017,Hillingdon,20,,,0,
131462,8256031,The Pace Centre,E06000060,Buckinghamshire,z,,,,
137088,3174800,The Palmer Catholic Academy,E09000026,Redbridge,51,35.3,51.8,48.9,16.5
146094,8784059,The Park Community School,E10000008,Devon,73,26,55.1,48.5,29.1
147524,9367002,The Park School,E10000030,Surrey,9,0,0,0,0.0
138235,9414001,The Parker E-ACT Academy,E06000062,West Northamptonshire,63,20.6,39.6,34.3,19.0
137821,3596000,The Parks School,E08000010,Wigan,z,,,,
121262,9267014,"The Parkside School, Norwich",E10000020,Norfolk,12,,,,
145593,3324105,The Pedmore High School,E08000027,Dudley,42,16.7,37.7,30.8,21.0
110923,8736010,The Perse School,E10000003,Cambridgeshire,z,,,,
110910,8746000,The Peterborough School,E06000031,Peterborough,z,,,,
136903,8505418,The Petersfield School,E10000014,Hampshire,22,27.3,67,63.1,39.7
136091,3334028,The Phoenix Collegiate,E08000028,Sandwell,140,17.1,30.4,25.7,13.3
136891,8724505,The Piggott School,E06000041,Wokingham,13,53.8,76,75,22.2
103622,3307045,The Pines Special School,E08000025,Birmingham,12,0,0,0,0.0
144069,8305410,The Pingle Academy,E10000007,Derbyshire,79,21.5,45.5,36.6,24.0
138219,8817001,The Pioneer School,E10000012,Essex,5,,,,
150101,3306143,The Pioneers Academy,E08000025,Birmingham,z,,,,
146339,3836006,The Pivot Academy LS East,E08000035,Leeds,z,,,,
142939,8556038,The Place Independent School,E10000018,Leicestershire,z,,,,
136459,9374112,The Polesworth School,E10000031,Warwickshire,47,17,40,35.9,23.0
116624,8527039,The Polygon School,E06000045,Southampton,12,0,,,
139714,8514002,The Portsmouth Academy,E06000044,Portsmouth,124,11.3,30.4,21.1,19.1
116583,8516004,The Portsmouth Grammar School,E06000044,Portsmouth,z,,,,
142798,3404613,The Prescot School,E08000011,Knowsley,81,22.2,23.1,23,0.9
135565,9256907,The Priory Academy LSST,E10000019,Lincolnshire,38,44.7,61.6,59.3,16.9
138819,8554036,The Priory Belvoir Academy,E10000018,Leicestershire,26,26.9,44.2,42.4,17.3
149318,9364765,The Priory Church of England School,E10000030,Surrey,19,21.1,33,30.8,11.9
135564,9256906,The Priory City of Lincoln Academy,E10000019,Lincolnshire,65,16.9,36.7,30.2,19.8
145052,9254041,The Priory Pembroke Academy,E10000019,Lincolnshire,34,26.5,33.3,31.4,6.8
136194,9256910,The Priory Ruskin Academy,E10000019,Lincolnshire,65,13.8,25.6,21.7,11.8
138216,8934368,The Priory School,E06000051,Shropshire,24,29.2,60.1,58.1,30.9
117499,9194000,The Priory School,E10000015,Hertfordshire,36,16.7,56.6,50,39.9
135563,9256905,The Priory Witham Academy,E10000019,Lincolnshire,47,23.4,24.2,24.8,0.8
149041,8787012,The Promise School,E10000008,Devon,8,,,0,
148737,8384024,The Purbeck School,E06000059,Dorset,44,13.6,45,37.5,31.4
102256,9196239,The Purcell School,E10000015,Hertfordshire,z,,,,
139937,9374005,The Queen Elizabeth Academy,E10000031,Warwickshire,23,8.7,52.9,44.3,44.2
120655,9254065,"The Queen Elizabeth's High School, Gainsborough",E10000019,Lincolnshire,16,62.5,81.4,79.7,18.9
136526,9435404,The Queen Katherine School,E06000064,Westmorland and Furness,30,36.7,52.6,49.7,15.9
111486,8966020,The Queen's School,E06000050,Cheshire West and Chester,z,,,,
136203,3066910,The Quest Academy,E09000008,Croydon,64,18.8,26.8,23.1,8.0
134605,8866108,The Quest School,E10000016,Kent,z,,,,
110532,8265406,The Radcliffe School,E06000042,Milton Keynes,64,23.4,36.1,33,12.7
105738,3534028,The Radclyffe School,E08000004,Oldham,123,31.7,41.7,38.5,10.0
139248,8814008,"The Ramsey Academy, Halstead",E10000012,Essex,38,13.2,34.8,29.5,21.6
136540,3055413,The Ravensbourne School,E09000006,Bromley,61,24.6,47.8,41,23.2
138728,8604158,The Rawlett School (An Aet Academy),E10000028,Staffordshire,28,14.3,48.7,44.4,34.4
139662,9194007,The Reach Free School,E10000015,Hertfordshire,26,38.5,34.4,36,-4.1
110592,8267034,The Redway School,E06000042,Milton Keynes,4,,,,
137782,9384005,The Regis School,E10000032,West Sussex,72,30.6,48.4,46.4,17.8
150902,8616044,The Registry,E06000021,Stoke-on-Trent,z,,,,
144404,8946009,The Retreat,E06000020,Telford and Wrekin,z,,,,
143022,3184002,The Richmond upon Thames School,E09000027,Richmond upon Thames,28,17.9,55.3,48.6,37.4
141843,9367050,The Ridgeway School,E10000030,Surrey,2,,,,
137160,8665417,The Ridgeway School & Sixth Form College,E06000030,Swindon,41,29.3,67.7,63,38.4
141259,8305416,The Ripley Academy,E10000007,Derbyshire,46,30.4,50.7,42.5,20.3
140360,3137003,The Rise Free School,E09000018,Hounslow,7,0,0,0,0.0
117041,8856030,The River School,E10000034,Worcestershire,z,,,,
138511,8874001,The Robert Napier School,E06000035,Medway,87,8,23.5,16.9,15.5
106965,3706004,The Robert Ogden School,E08000016,Barnsley,z,,,,
137161,8554003,The Robert Smyth Academy,E10000018,Leicestershire,15,40,64.6,63.1,24.6
136313,8875445,The Rochester Grammar School,E06000035,Medway,19,94.7,92.2,,-2.5
137239,8504143,The Romsey School,E10000014,Hampshire,39,12.8,55.5,49.5,42.7
148035,8457001,The Ropemakers' Academy,E10000011,East Sussex,15,0,0,,0.0
134625,8887111,The Rose School,E10000017,Lancashire,9,0,,,
136572,9084162,The Roseland Academy,E06000052,Cornwall,23,43.5,45.8,46.2,2.3
138079,8554022,The Roundhill Academy,E10000018,Leicestershire,28,25,51.7,46.9,26.7
102947,3186074,The Royal Ballet School,E09000027,Richmond upon Thames,z,,,,
136484,8255404,"The Royal Grammar School, High Wycombe",E06000060,Buckinghamshire,11,90.9,98,,7.1
149554,8864030,The Royal Harbour Academy,E10000016,Kent,109,10.1,23.9,14.1,13.8
143877,3114025,The Royal Liberty School,E09000016,Havering,27,51.9,67.5,,15.6
125348,9366054,The Royal School,E10000030,Surrey,z,,,,
143101,3366000,"The Royal School, Wolverhampton",E08000031,Wolverhampton,41,14.6,43,34.5,28.4
144721,3304027,The Royal Sutton School,E08000025,Birmingham,79,21.5,45.2,33.3,23.7
137582,8964000,The Rudheath Senior Academy,E06000050,Cheshire West and Chester,40,25,29.6,30,4.6
138351,8604007,The Rural Enterprise Academy,E10000028,Staffordshire,14,14.3,17.5,,3.2
142302,8967110,The Russett School,E06000050,Cheshire West and Chester,9,,,,
140565,3834067,The Ruth Gorse Academy,E08000035,Leeds,139,42.4,64.7,52.8,22.3
143911,9356004,The Ryes College,E10000029,Suffolk,z,,,,
146245,3104700,The Sacred Heart Language College,E09000015,Harrow,28,42.9,62.7,,19.8
137895,9195413,The Saint John Henry Newman Catholic School,E10000015,Hertfordshire,21,23.8,68.3,64.4,44.5
149486,3434010,The Salesian Academy of St John Bosco,E08000014,Sefton,45,11.1,30,20.3,18.9
137795,8866137,The Sallygate School,E10000016,Kent,z,,,,
137240,8815463,The Sandon School,E10000012,Essex,26,23.1,45.1,43.5,22.0
146164,8946011,The Seeds School,E06000020,Telford and Wrekin,z,,,,
138484,9194117,The Sele School,E10000015,Hertfordshire,24,20.8,20.4,22.1,-0.4
131556,8526009,The Serendipity School,E06000045,Southampton,z,,,,
131018,8576004,The Shires,E06000017,Rutland,z,,,,
142635,8576006,The Shires at Oakham,E06000017,Rutland,z,,,,
115823,9167017,The Shrubberies School,E10000013,Gloucestershire,5,,,,
150846,8817008,The Sir Geoff Hurst Academy,E10000012,Essex,z,,,,
141735,8384002,The Sir John Colfox Academy,E06000059,Dorset,33,24.2,37.5,34.3,13.3
135744,9386911,The Sir Robert Woodard Academy,E10000032,West Sussex,59,22,42.7,38.8,20.7
137687,8864002,The Sittingbourne School,E10000016,Kent,94,11.7,29.9,24.2,18.2
140595,8865418,The Skinners' School,E10000016,Kent,16,81.3,94.7,,13.4
141179,8154000,The Skipton Academy,E06000065,North Yorkshire,27,14.8,35.5,30.6,20.7
150134,9335950,The Sky Academy,E06000066,Somerset,13,,,,
140866,8114102,The Snaith School,E06000011,East Riding of Yorkshire,32,25,44.5,41.5,19.5
138191,8914454,The South Wolds Academy & Sixth Form,E10000024,Nottinghamshire,28,32.1,66.9,62.4,34.8
146166,8656051,The Spires,E06000054,Wiltshire,z,,,,
113526,8804117,The Spires College,E06000027,Torbay,57,33.3,59.5,50.6,26.2
145922,3537003,The Springboard Project,E08000004,Oldham,32,0,0,,0.0
145198,8657000,The Springfields Academy,E06000054,Wiltshire,9,0,0,,0.0
138044,8825950,The St Christopher School,E06000033,Southend-on-Sea,3,,,,
120755,9257016,"The St Francis Special School, Lincoln",E10000019,Lincolnshire,6,,,,
135674,8136905,The St Lawrence Academy,E06000013,North Lincolnshire,65,23.1,33.7,29.9,10.6
136400,8454611,The St Leonards Academy,E10000011,East Sussex,101,12.9,33.3,27.2,20.4
139600,2137000,The St Marylebone Church of England Bridge School,E09000033,Westminster,8,0,16.7,8.3,16.7
137353,2134673,The St Marylebone CofE School,E09000033,Westminster,42,35.7,77.9,,42.2
138771,3136002,The St Michael Steiner School,E09000018,Hounslow,z,,,,
100857,2105402,The St Thomas the Apostle College,E09000028,Southwark,73,68.5,75,,6.5
147198,8396012,The Stable School,E06000058,"Bournemouth, Christchurch and Poole",z,,,,
137927,8815462,The Stanway School,E10000012,Essex,43,25.6,59.8,55.3,34.2
135672,8846906,The Steiner Academy Hereford,E06000019,"Herefordshire, County of",8,37.5,76.5,65.2,39.0
110924,8736011,The Stephen Perse Foundation,E10000003,Cambridgeshire,z,,,,
135338,8216906,The Stockwood Park Academy,E06000032,Luton,118,18.6,22.2,21.3,3.6
126458,8654070,The Stonehenge School,E06000054,Wiltshire,34,17.6,27.9,27.7,10.3
137162,8854004,The Stourport High School and Sixth Form College,E10000034,Worcestershire,44,9.1,43.2,36.1,34.1
137707,3355400,The Streetly Academy,E08000030,Walsall,58,27.6,38.5,35.7,10.9
139589,3414003,The Studio School Liverpool,E08000012,Liverpool,28,39.3,37.5,39.2,-1.8
144768,8914024,The Suthers School,E10000024,Nottinghamshire,24,33.3,56.6,51.7,23.3
136141,3426905,The Sutton Academy,E08000013,St. Helens,93,18.3,50.9,39,32.6
147203,9314016,The Swan School,E10000025,Oxfordshire,40,47.5,78.8,70.4,31.3
139376,8384001,The Swanage School,E06000059,Dorset,23,17.4,21.7,20,4.3
139534,8814011,The Sweyne Park School,E10000012,Essex,43,27.9,50.5,47.1,22.6
101953,3076064,The Sybil Elgar School,E09000009,Ealing,z,,,,
141683,3014028,The Sydney Russell School,E09000002,Barking and Dagenham,98,36.7,58.8,53.1,22.1
149219,8866177,The T3 School,E10000016,Kent,z,,,,
139766,8944408,The Telford Langley School,E06000020,Telford and Wrekin,80,21.3,22.1,22.1,0.8
150716,8944004,The Telford Park School,E06000020,Telford and Wrekin,53,9.4,20.8,17.4,11.4
136204,9266910,The Thetford Academy,E10000020,Norfolk,67,20.9,49.7,42.1,28.8
147508,8934503,The Thomas Adams School,E06000051,Shropshire,40,20,40.2,36.8,20.2
140037,9194017,The Thomas Alleyne Academy,E10000015,Hertfordshire,38,26.3,59.9,52.9,33.6
137376,8875451,The Thomas Aveling School,E06000035,Medway,68,20.6,28.2,26.2,7.6
137163,8384615,The Thomas Hardye School,E06000059,Dorset,78,20.5,56.2,49.8,35.7
137937,8814020,The Thomas Lord Audley School,E10000012,Essex,45,22.2,49.2,42.6,27.0
136615,3144010,The Tiffin Girls' School,E09000021,Kingston upon Thames,12,100,99.4,,-0.6
144502,3024010,The Totteridge Academy,E09000003,Barnet,49,57.1,76.6,72,19.5
148422,8816078,The Tower School,E10000012,Essex,z,,,,
116411,8504113,The Toynbee School,E10000014,Hampshire,36,13.9,52.8,46.7,38.9
144389,8654006,The Trafalgar School at Downton,E06000054,Wiltshire,28,35.7,47.9,46.7,12.2
138341,8925404,The Trinity Catholic School A Voluntary Academy,E06000018,Nottingham,32,50,61,61,11.0
143701,8814021,The Trinity School,E10000012,Essex,0,,,,
148179,8454009,The Turing School,E10000011,East Sussex,56,8.9,42,26.8,33.1
135670,3056080,The Tutorial Foundation,E09000006,Bromley,z,,,,
137181,2024000,The UCL Academy,E09000007,Camden,92,33.7,59.3,47.2,25.6
123322,9316109,The Unicorn School,E10000025,Oxfordshire,z,,,,
140863,3304014,The University of Birmingham School,E08000025,Birmingham,61,19.7,55.6,42.4,35.9
137418,3174605,The Ursuline Academy Ilford,E09000026,Redbridge,30,50,65.2,,15.2
100284,2044697,The Urswick School - A Church of England Secondary School,E09000012,Hackney,102,24.5,38.5,28.4,14.0
137453,8134091,The Vale Academy,E06000013,North Lincolnshire,35,48.6,69.8,66.4,21.2
147018,8884025,The Valley Leadership Academy,E10000017,Lancashire,36,22.2,37,31.6,14.8
117669,9197010,The Valley School,E10000015,Hertfordshire,20,0,0,0,0.0
136108,8876907,The Victory Academy,E06000035,Medway,85,8.2,31.3,22,23.1
147034,8866155,The View School,E10000016,Kent,z,,,,
146212,3047009,The Village School,E09000005,Brent,10,,,,
134424,8726013,The Vine Christian School,E06000041,Wokingham,z,,,,
116440,8504180,The Vyne Community School,E10000014,Hampshire,45,15.6,47.5,40.2,31.9
142121,8704002,The WREN School,E06000038,Reading,49,18.4,51.4,40.4,33.0
141178,3014004,The Warren School,E09000002,Barking and Dagenham,70,34.3,50.4,45.1,16.1
142218,9314007,The Warriner School,E10000025,Oxfordshire,57,17.5,49.3,43.3,31.8
116448,8504206,The Wavell School,E10000014,Hampshire,27,7.4,39.2,35.5,31.8
110567,8266001,The Webber Independent School,E06000042,Milton Keynes,z,,,,
