school_urn,school_laestab,school_name,la_code,la_name,disadvantaged_pupils,disadvantaged_good_pass_pct,non_disadvantaged_good_pass_pct,all_pupils_good_pass_pct,gap_pp
134909,9336207,3 Dimensions,E06000066,Somerset,z,,,,
148840,3426009,A.R.T.S. Education,E08000013,St. Helens,z,,,,
147064,8787009,ACE Tiverton Special School,E10000008,Devon,11,0,0,,0.0
149157,3036004,ADO River Valley School,E09000004,Bexley,z,,,,
147536,3084004,AIM Academy North London,E09000010,Enfield,46,17.4,25.9,22.1,8.5
119836,8886014,AKS Lytham,E10000017,Lancashire,z,,,,
139559,8556042,ALP Leicester,E10000018,Leicestershire,z,,,,
148051,9376031,ALP Nuneaton,E10000031,Warwickshire,z,,,,
149202,8866175,ALP Sittingbourne,E10000016,Kent,z,,,,
145949,8916039,APTCOO - A Place to Call Our Own,E10000024,Nottinghamshire,z,,,,
142779,8556037,ASPIRE: Lifeskills,E10000018,Leicestershire,z,,,,
136083,8736049,Abbey College Cambridge,E10000003,Cambridgeshire,z,,,,
105601,3526044,Abbey College Manchester,E08000003,Manchester,z,,,,
117035,8856026,Abbey College in Malvern,E10000034,Worcestershire,z,,,,
137377,8734603,"Abbey College, Ramsey",E10000003,Cambridgeshire,48,27.1,51.8,45.9,24.7
119052,8877053,Abbey Court Foundation Special School,E06000035,Medway,5,,,,
111484,8966018,Abbey Gate College,E06000050,Cheshire West and Chester,z,,,,
137083,3835400,Abbey Grange Church of England Academy,E08000035,Leeds,60,48.3,67,63.4,18.7
139974,8087029,Abbey Hill Academy,E06000004,Stockton-on-Tees,29,0,0,0,0.0
149990,8617007,Abbey Hill Academy & College,E06000021,Stoke-on-Trent,20,,,,
145744,8664005,Abbey Park School,E06000030,Swindon,39,33.3,54.2,53.3,20.9
142768,3727002,Abbey School,E08000018,Rotherham,20,0,0,0,0.0
147951,8966010,Abbey School for Exceptional Children,E06000050,Cheshire West and Chester,z,,,,
131969,8654000,Abbeyfield School,E06000054,Wiltshire,38,34.2,55.6,51,21.4
138858,9414007,Abbeyfield School,E06000062,West Northamptonshire,58,17.2,49,44.9,31.8
139067,8034000,Abbeywood Community School,E06000025,South Gloucestershire,43,18.6,53.4,45.5,34.8
146571,3726000,Abbeywood School,E08000018,Rotherham,z,,,,
124449,8604500,Abbot Beyne School,E10000028,Staffordshire,43,16.3,31.5,26.8,15.2
117600,9196000,Abbot's Hill School,E10000015,Hertfordshire,z,,,,
104736,3417025,Abbot's Lea School,E08000012,Liverpool,28,0,0,,0.0
148006,9336015,Abbot's Way School,E06000066,Somerset,z,,,,
113003,8306005,Abbotsholme School,E10000007,Derbyshire,z,,,,
136663,3115401,Abbs Cross Academy and Arts College,E09000016,Havering,51,33.3,50.8,47,17.5
148419,8856072,Abigail's Place,E10000034,Worcestershire,z,,,,
134911,2136405,Abingdon House School,E09000033,Westminster,z,,,,
149578,3066034,Abingdon House School Purley,E09000008,Croydon,z,,,,
123312,9316095,Abingdon School,E10000025,Oxfordshire,z,,,,
150009,3524271,Abraham Moss Community School,E08000003,Manchester,113,20.4,41.1,32.2,20.7
135822,8886109,Abrar Academy,E10000017,Lancashire,z,,,,
132750,3356010,Abu Bakr Al-Ihsaan Academy,E08000030,Walsall,z,,,,
135483,3356013,Abu Bakr Boys School,E08000030,Walsall,z,,,,
145477,3944003,Academy 360,E08000024,Sunderland,62,8.1,35.9,18.4,27.8
139290,8884140,Academy@Worden,E10000017,Lancashire,22,31.8,45.2,44.1,13.4
132772,8936096,Access School,E06000051,Shropshire,z,,,,
135649,8886905,Accrington Academy,E10000017,Lancashire,78,28.2,46.3,39.8,18.1
137421,8884630,Accrington St Christopher's Church of England High School,E10000017,Lancashire,24,20.8,64.8,60.4,44.0
151728,3557001,"Acer Academy, Salford",E08000006,Salford,z,,,,
145774,8064136,Acklam Grange School,E06000002,Middlesbrough,104,38.5,54.5,48.7,16.0
108300,3846000,Ackworth School,E08000036,Wakefield,z,,,,
100053,2024285,Acland Burghley School,E09000007,Camden,92,34.8,70.1,52.6,35.3
138758,9265405,Acle Academy,E10000020,Norfolk,19,10.5,55.4,,44.9
135066,9266152,Acorn Park School,E10000020,Norfolk,z,,,,
135773,8786061,Acorn School,E10000008,Devon,z,,,,
131551,3566027,Acorns School,E08000007,Stockport,z,,,,
151783,8457007,Acre Wood Academy,E10000011,East Sussex,z,,,,
145462,8136006,Act Fast NL Ltd,E06000013,North Lincolnshire,z,,,,
142672,8216013,Active Support Education Centre,E06000032,Luton,z,,,,
145724,3074002,Ada Lovelace Church of England High School,E09000009,Ealing,54,59.3,84.6,78.6,25.3
123602,8936003,Adcote School for Girls,E06000051,Shropshire,z,,,,
100748,2094600,Addey and Stanhope School,E09000023,Lewisham,55,23.6,42.4,35,18.8
110187,8727029,Addington School,E06000041,Wokingham,5,,,,
147874,3067002,Addington Valley Academy,E09000008,Croydon,14,,,,
148641,8957004,Adelaide Heath Academy,E06000049,Cheshire East,13,0,11.1,,11.1
140457,8957209,Adelaide School,E06000049,Cheshire East,11,,,,
140697,8514320,Admiral Lord Nelson School,E06000044,Portsmouth,67,14.9,41.4,34.5,26.5
142136,9257034,Aegir - A Specialist Academy,E10000019,Lincolnshire,12,,,,
134469,3586018,Afifah School,E08000009,Trafford,z,,,,
140036,3556000,Ahavas Torah Boys Academy,E08000006,Salford,z,,,,
125814,8956000,Aidenswood School,E06000049,Cheshire East,z,,,,
135633,3556056,Aim Habonim,E08000006,Salford,z,,,,
136613,3844026,Airedale Academy,E08000036,Wakefield,94,19.1,30.7,25.9,11.6
110536,8256015,Akeley Wood Senior School,E06000060,Buckinghamshire,z,,,,
147690,8216017,Al Hikmah Boys School,E06000032,Luton,z,,,,
119856,8896004,Al Islah Girls' High School,E06000008,Blackburn with Darwen,z,,,,
130285,3506017,Al Jamiah Al Islamiyyah,E08000001,Bolton,z,,,,
130274,3836119,Al Kauthar Girls Academy,E08000035,Leeds,z,,,,
136746,3016003,Al Madina School for Girls,E09000002,Barking and Dagenham,z,,,,
134429,3806117,Al Mumin Primary and Secondary School,E08000032,Bradford,z,,,,
146729,2126004,Al Risalah Boys' School,E09000032,Wandsworth,z,,,,
101090,2126396,Al Risalah Secondary School,E09000032,Wandsworth,z,,,,
134809,8566017,Al-Aqsa Schools Trust,E06000016,Leicester,z,,,,
115810,9166073,Al-Ashraf Secondary School for Girls,E10000013,Gloucestershire,z,,,,
134034,3306104,Al-Burhan Grammar School,E08000025,Birmingham,z,,,,
134585,3066096,Al-Khair School,E09000008,Croydon,z,,,,
147027,3066019,Al-Khair Secondary Girls,E09000008,Croydon,z,,,,
136955,8716002,Al-Madani Girls School,E06000039,Slough,z,,,,
145416,8716004,Al-Madani Independent Grammar School,E06000039,Slough,z,,,,
131122,3736028,Al-Mahad Al-Islami,E08000019,Sheffield,z,,,,
101576,3046072,Al-Sadiq School,E09000005,Brent,z,,,,
147025,3046009,Al-Zahra School,E09000005,Brent,z,,,,
138544,8884403,Albany Academy,E10000017,Lancashire,38,10.5,41.9,34,31.4
137172,9374240,Alcester Academy,E10000031,Warwickshire,28,57.1,71.6,69.1,14.5
136622,9375407,Alcester Grammar School,E10000031,Warwickshire,4,,,100,
146736,8866153,Alchemy School,E10000016,Kent,z,,,,
141236,9354043,Alde Valley Academy,E10000029,Suffolk,36,13.9,27.3,25,13.4
117602,9196003,Aldenham School,E10000015,Hertfordshire,z,,,,
134283,3574006,Alder Community High School,E08000008,Tameside,58,24.1,46.6,40.4,22.5
119722,8884030,Alder Grange School,E10000017,Lancashire,34,20.6,26.9,25.7,6.3
136994,3344015,Alderbrook School,E08000029,Solihull,52,40.4,71.7,65.2,31.3
149364,8304089,Aldercar High School,E10000007,Derbyshire,37,16.2,25.8,23.4,9.6
111478,8956012,Alderley Edge School for Girls,E06000049,Cheshire East,z,,,,
115825,9167019,Alderman Knight School,E10000013,Gloucestershire,11,0,5.6,,5.6
145089,9264056,Alderman Peel High School,E10000020,Norfolk,21,28.6,52.8,48.2,24.2
138832,8914117,Alderman White School,E10000024,Nottinghamshire,44,27.3,73.6,61,46.3
139138,3365402,Aldersley High School,E08000031,Wolverhampton,106,25.5,39.8,33.5,14.3
113021,8306016,Alderwasley Hall School,E10000007,Derbyshire,z,,,,
116234,8502729,Alderwood School,E10000014,Hampshire,53,26.4,46.3,40.1,19.9
137974,3355405,Aldridge School - A Science College,E08000030,Walsall,75,21.3,48.5,41.8,27.2
146303,3554003,AldridgeUTC@MediaCityUK,E08000006,Salford,41,14.6,18.4,16,3.8
139402,8814010,Alec Hunter Academy,E10000012,Essex,39,30.8,52.7,48.7,21.9
134369,3076905,Alec Reed Academy,E09000009,Ealing,69,33.3,44.1,38.9,10.8
137531,3094036,Alexandra Park School,E09000014,Haringey,49,53.1,83.2,78.4,30.1
113040,8307018,Alfreton Park Community Special School,E10000007,Derbyshire,c,,,,
137934,8257003,Alfriston School,E06000060,Buckinghamshire,17,,,,
139139,8954801,All Hallows Catholic College,E06000049,Cheshire East,34,23.5,58.9,54.7,35.4
119802,8884741,All Hallows Catholic High School,E10000017,Lancashire,20,45,59,57.9,14.0
125315,9365415,All Hallows Catholic School,E10000030,Surrey,24,45.8,68.7,66.3,22.9
131512,3554620,All Hallows RC High School,E08000006,Salford,58,44.8,63.8,55.1,19.0
135946,8236905,All Saints Academy Dunstable,E06000056,Central Bedfordshire,44,13.6,31,24.8,17.4
100503,2074801,All Saints Catholic College,E09000020,Kensington and Chelsea,51,35.3,64.1,55.1,28.8
139735,3574604,All Saints Catholic College,E08000008,Tameside,53,15.1,26.4,23,11.3
107782,3824613,All Saints Catholic College,E08000034,Kirklees,60,21.7,46.2,38.7,24.5
100282,2044641,All Saints Catholic High School,E09000012,Hackney,59,28.8,47.8,,19.0
135479,3404615,All Saints Catholic High School,E08000011,Knowsley,105,28.6,39.3,34.6,10.7
149517,8164702,All Saints Catholic School York,E06000014,York,17,29.4,60.2,56.9,30.8
101247,3014703,All Saints Catholic School and Technology College,E09000002,Barking and Dagenham,57,49.1,64,60.6,14.9
139606,8084001,All Saints Church of England Academy,E06000004,Stockton-on-Tees,55,58.2,73,68.2,14.8
136142,8796905,All Saints Church of England Academy,E06000026,Plymouth,47,25.5,46.6,38.4,21.1
121250,9266140,All Saints School,E10000020,Norfolk,z,,,,
136016,9166905,"All Saints' Academy, Cheltenham",E10000013,Gloucestershire,65,12.3,44.1,32.3,31.8
138337,3735401,All Saints' Catholic High School,E08000019,Sheffield,58,36.2,60.5,54.5,24.3
140698,8914756,All Saints' Catholic Voluntary Academy,E10000024,Nottinghamshire,34,14.7,55.1,48.9,40.4
147214,8384000,All Saints' Church of England Academy,E06000059,Dorset,64,25,39.1,35.4,14.1
147565,8884709,"All Saints' Roman Catholic High School, a Voluntary Academy",E10000017,Lancashire,26,7.7,22.9,20.5,15.2
108058,3834040,Allerton Grange School,E08000035,Leeds,91,22,62,50.5,40.0
108057,3834032,Allerton High School,E08000035,Leeds,58,43.1,77.5,68.3,34.4
137911,8315414,Allestree Woodlands School,E06000015,Derby,54,20.4,45.9,40.4,25.5
100864,2106312,Alleyn's School,E09000028,Southwark,z,,,,
140123,8604112,Alleyne's Academy,E10000028,Staffordshire,35,37.1,50.8,48.9,13.7
138610,3045405,Alperton Community School,E09000005,Brent,55,41.8,52.4,51.5,10.6
149601,8616036,Alpha Learning Staffordshire,E06000021,Stoke-on-Trent,z,,,,
140108,8954121,Alsager School,E06000049,Cheshire East,34,20.6,56.5,52,35.9
148226,3414011,Alsop High School,E08000012,Liverpool,137,7.3,17.4,11.5,10.1
104498,3407013,Alt Bridge School,E08000011,Knowsley,38,0,13.3,4,13.3
143036,3086006,Alternative Centre of Education,E09000010,Enfield,z,,,,
138614,3584024,Altrincham College,E08000009,Trafford,43,25.6,55.7,47,30.1
136458,3585404,Altrincham Grammar School for Boys,E08000009,Trafford,6,100,98.5,,-1.5
137289,3585407,Altrincham Grammar School for Girls,E08000009,Trafford,9,100,100,,0.0
138342,8684506,Altwood Church of England School,E06000040,Windsor and Maidenhead,31,12.9,34.4,27.7,21.5
148538,8314011,Alvaston Moor Academy,E06000015,Derby,113,14.2,42.6,25,28.4
138875,8936030,Amberleigh Therapeutic School,E06000051,Shropshire,z,,,,
137343,8254095,Amersham School,E06000060,Buckinghamshire,28,17.9,62.2,55.3,44.3
137535,8504100,Amery Hill School,E10000014,Hampshire,33,27.3,54.5,49.7,27.2
121735,8156006,Ampleforth College,E06000065,North Yorkshire,z,,,,
117684,9197028,Amwell View School,E10000015,Hertfordshire,2,,,,
139657,8456019,Anderida Learning Centre,E10000011,East Sussex,z,,,,
137727,8815442,Anglo European School,E10000012,Essex,23,56.5,57.1,57.8,0.6
136839,9334250,Ansford Academy,E06000066,Somerset,17,11.8,51.8,45.8,40.0
149644,8304505,Anthony Gell School,E10000007,Derbyshire,34,14.7,52.2,,37.5
132069,9386258,Apple Orchard School,E10000032,West Sussex,z,,,,
119880,8887049,Applebee Wood Community Specialist School,E10000017,Lancashire,12,,,0,
152064,8887001,Applebee Wood School,E10000017,Lancashire,z,,,,
137251,9435407,Appleby Grammar School,E06000064,Westmorland and Furness,12,25,30.6,30.5,5.6
134727,8167032,Applefields School,E06000014,York,11,9.1,0,,-9.1
126535,8656008,Appleford School,E06000054,Wiltshire,z,,,,
116504,8505412,Applemore College,E10000014,Hampshire,35,8.6,41.9,34.2,33.3
145173,3804061,Appleton Academy,E08000032,Bradford,86,16.3,39,28.1,22.7
143642,8386039,Arbour House School,E06000059,Dorset,z,,,,
145741,8717000,Arbour Vale School,E06000039,Slough,11,,,,
145859,3306041,Arc Oakbridge School,E08000025,Birmingham,z,,,,
141008,9376012,Arc School Ansley,E10000031,Warwickshire,z,,,,
125790,9376092,Arc School Old Arley,E10000031,Warwickshire,z,,,,
104717,3414796,Archbishop Beck Catholic College,E08000012,Liverpool,70,24.3,42.1,35.1,17.8
104705,3414781,Archbishop Blanch CofE High School,E08000012,Liverpool,46,52.2,73.9,,21.7
136617,8164500,"Archbishop Holgate's School, A Church of England Academy",E06000014,York,69,44.9,67.4,62.9,22.5
146124,3304804,Archbishop Ilsley Catholic School,E08000025,Birmingham,97,20.6,45,34.4,24.4
119814,8885405,Archbishop Temple Church of England High School,E10000017,Lancashire,11,27.3,58.3,56.7,31.0
101811,3064600,Archbishop Tenison's CofE High School,E09000008,Croydon,39,25.6,45,41.5,19.4
111517,8967208,Archers Brook SEMH Residential School,E06000050,Cheshire West and Chester,12,,,,
115723,9164032,Archway School,E10000013,Gloucestershire,34,17.6,47.3,42.6,29.7
147732,2106011,Arco Academy,E09000028,Southwark,z,,,,
136333,3344017,Arden,E08000029,Solihull,34,38.2,77.9,73.5,39.7
126133,9386200,Ardingly College,E10000032,West Sussex,z,,,,
145580,3304031,Arena Academy,E08000025,Birmingham,91,29.7,46.5,38.7,16.8
108873,3946003,Argyle House School,E08000024,Sunderland,z,,,,
149481,3066032,Arise Academy,E09000008,Croydon,z,,,,
135600,3046906,Ark Academy,E09000005,Brent,67,38.8,58.4,51.9,19.6
146318,3074007,Ark Acton Academy,E09000009,Ealing,109,33,31.8,31.3,-1.2
139821,8454003,Ark Alexandra Academy,E10000011,East Sussex,71,32.4,44.7,41.9,12.3
139718,2104001,Ark All Saints Academy,E09000028,Southwark,75,38.7,46.2,42.3,7.5
147832,3064014,Ark Blake Academy,E09000008,Croydon,89,37.1,69.2,51.7,32.1
138267,2124000,Ark Bolingbroke Academy,E09000032,Wandsworth,33,60.6,87,80.6,26.4
140014,3304013,Ark Boulton Academy,E08000025,Birmingham,115,40.9,45.8,42.2,4.9
131752,2056905,Ark Burlington Danes Academy,E09000013,Hammersmith and Fulham,76,38.2,49.4,44.6,11.2
135965,8516905,Ark Charter Academy,E06000044,Portsmouth,105,28.6,46.1,38.9,17.5
141019,3044001,Ark Elvin Academy,E09000005,Brent,96,40.6,45.6,45,5.0
135389,2086906,Ark Evelyn Grace Academy,E09000022,Lambeth,56,17.9,44,26.9,26.1
135584,2106912,Ark Globe Academy,E09000028,Southwark,108,51.9,42.6,50,-9.3
138245,2034001,Ark Greenwich Free School,E09000011,Greenwich,28,85.7,91.9,90.1,6.2
138518,3174001,Ark Isaac Newton Academy,E09000026,Redbridge,65,50.8,72.7,64.9,21.9
139815,3084001,Ark John Keats Academy,E09000010,Enfield,86,44.2,53.4,50.3,9.2
135242,2136907,Ark King Solomon Academy,E09000033,Westminster,63,52.4,68.4,58.8,16.0
137578,3304001,Ark Kings Academy,E08000025,Birmingham,89,18,41.9,23,23.9
147061,3024013,Ark Pioneer Academy,E09000003,Barnet,64,50,68.1,62.6,18.1
138681,2125402,Ark Putney Academy,E09000032,Wandsworth,74,31.1,55.2,43.7,24.1
147863,3074008,Ark Soane Academy,E09000009,Ealing,0,,,,
135970,3306908,Ark St Alban's Academy,E08000025,Birmingham,113,46.9,67.4,52.3,20.5
141752,3304019,Ark Victoria Academy,E08000025,Birmingham,93,40.9,50,45.2,9.1
135315,2106909,Ark Walworth Academy,E09000028,Southwark,111,44.1,42.2,45.3,-1.9
145863,8904005,Armfield Academy,E06000009,Blackpool,66,13.6,24.4,21.7,10.8
149399,3836017,Armley Grange School,E08000035,Leeds,z,,,,
138314,3714021,Armthorpe Academy,E08000017,Doncaster,45,15.6,36.1,28.2,20.5
135187,8306034,Arnfield Independent School,E10000007,Derbyshire,z,,,,
146562,8914026,Arnold Hill Spencer Academy,E10000024,Nottinghamshire,47,19.1,58.6,51.9,39.5
125774,9376004,Arnold Lodge School,E10000031,Warwickshire,z,,,,
138505,8854008,Arrow Vale High School,E10000034,Worcestershire,71,19.7,36.6,31.4,16.9
136266,8745417,Arthur Mellows Village College,E06000031,Peterborough,47,17,51.4,45.3,34.4
131690,2064325,Arts and Media School Islington,E09000019,Islington,81,25.9,30.6,27.3,4.7
102551,3136064,ArtsEd Day School & Sixth Form,E09000018,Hounslow,z,,,,
138094,8567003,Ash Field Academy,E06000016,Leicester,8,,,,
137781,9375401,Ash Green School,E10000031,Warwickshire,52,21.2,50,41.8,28.8
137066,3714000,Ash Hill Academy,E08000017,Doncaster,56,41.1,54.3,48.2,13.2
122957,8917023,Ash Lea School,E10000024,Nottinghamshire,4,,,,
125271,9364463,Ash Manor School,E10000030,Surrey,37,43.2,56,54.4,12.8
100537,2076348,Ashbourne College,E09000020,Kensington and Chelsea,z,,,,
143532,3946000,Ashbrooke School,E08000024,Sunderland,z,,,,
148549,8554042,Ashby School,E10000018,Leicestershire,31,25.8,53.1,50.8,27.3
149577,9376044,Ashcroft School,E10000031,Warwickshire,z,,,,
135316,2126905,Ashcroft Technology Academy,E09000032,Wandsworth,66,75.8,87.8,85.3,12.0
137981,8914009,Ashfield Comprehensive School,E10000024,Nottinghamshire,88,30.7,48.2,44.5,17.5
118937,8866000,Ashford School,E10000016,Kent,z,,,,
147124,8307006,Ashgate Croft School,E10000007,Derbyshire,7,,,,
144601,9294005,Ashington Academy,E06000057,Northumberland,49,26.5,60.4,50,33.9
136587,9374241,Ashlawn School,E10000031,Warwickshire,37,21.6,64.1,58.7,42.5
135975,3576003,Ashlea House School,E08000008,Tameside,z,,,,
111515,8767202,Ashley High School,E06000006,Halton,16,12.5,0,,-12.5
117578,9195406,Ashlyns School,E10000015,Hertfordshire,30,26.7,77,71.6,50.3
136308,3025406,Ashmole Academy,E09000003,Barnet,29,34.5,73.2,68.6,38.7
120352,8557006,Ashmount School,E10000018,Leicestershire,7,,,,
119707,8884000,Ashton Community Science College,E10000017,Lancashire,73,24.7,47.6,38.8,22.9
145398,8014011,Ashton Park School,E06000023,"Bristol, City of",54,13,51.3,42.4,38.3
138123,3585401,Ashton-on-Mersey School,E08000009,Trafford,49,28.6,65.4,59,36.8
121758,8156028,Ashville College,E06000065,North Yorkshire,z,,,,
135608,3336129,Aspire AP School 2,E08000028,Sandwell,z,,,,
139962,3306015,Aspire Ap School,E08000025,Birmingham,z,,,,
149444,3066030,Aspire Learning,E09000008,Croydon,z,,,,
146350,8946012,Aspris Telford School,E06000020,Telford and Wrekin,z,,,,
122374,9295400,Astley Community High School,E06000057,Northumberland,40,17.5,40.4,35.3,22.9
136718,3724021,Aston Academy,E08000018,Rotherham,57,24.6,50.2,46.1,25.6
136882,3304220,Aston Manor Academy,E08000025,Birmingham,102,40.2,41.7,41.4,1.5
138222,3304003,Aston University Engineering Academy,E08000025,Birmingham,47,46.8,50,50.6,3.2
138167,8864113,Astor Secondary School,E10000016,Kent,79,2.5,20,10.4,17.5
146501,3704037,Astrea Academy Dearne,E08000016,Barnsley,76,22.4,51.3,41,28.9
145864,3734014,Astrea Academy Sheffield,E08000019,Sheffield,82,37.8,60.4,46.5,22.6
146370,3714010,Astrea Academy Woodfields,E08000017,Doncaster,52,17.3,43.3,32.4,26.0
142896,3174002,Atam Academy,E09000026,Redbridge,20,45,72.2,67.3,27.2
147911,9386006,Atelier21 Future School,E10000032,West Sussex,z,,,,
138118,3906000,Ateres Girls High School,E08000037,Gateshead,z,,,,
150238,8816096,Athena School,E10000012,Essex,z,,,,
131277,9257032,Athena School,E10000019,Lincolnshire,16,0,0,,0.0
138233,3594005,Atherton High School,E08000010,Wigan,35,14.3,33.3,26.1,19.0
146567,8784024,Atlantic Academy,E10000008,Devon,18,27.8,50,,22.2
145119,8384007,Atlantic Academy Portland,E06000059,Dorset,30,16.7,20.8,,4.1
140534,9264052,Attleborough Academy,E10000020,Norfolk,27,14.8,48.5,43.8,33.7
132119,3416046,Auckland College,E08000012,Liverpool,z,,,,
136273,3575400,Audenshaw School,E08000008,Tameside,58,31,56.4,,25.4
140653,9314004,Aureus School,E10000025,Oxfordshire,28,0,27.1,20,27.1
146790,8386042,Aurora Beeches School,E06000059,Dorset,z,,,,
136003,8886111,Aurora Brooklands School,E10000017,Lancashire,z,,,,
149579,3366011,Aurora Cedars School,E08000031,Wolverhampton,z,,,,
121229,9266041,Aurora Eccles School,E10000020,Norfolk,z,,,,
149186,8736060,Aurora Fairway School,E10000003,Cambridgeshire,z,,,,
143839,8606044,Aurora Hanley School,E10000028,Staffordshire,z,,,,
138563,8036009,Aurora Hedgeway School,E06000025,South Gloucestershire,z,,,,
110920,8736008,Aurora Meldreth Manor School,E10000003,Cambridgeshire,z,,,,
148930,9366056,Aurora Poppyfield School,E10000030,Surrey,z,,,,
144730,9366011,Aurora Redehall School,E10000030,Surrey,z,,,,
148662,9166027,Aurora Severnside School,E10000013,Gloucestershire,z,,,,
149594,8956028,Aurora Summerfields School,E06000049,Cheshire East,z,,,,
150136,8856091,Aurora Wilden View School,E10000034,Worcestershire,z,,,,
138884,8896013,Aurora Woodlands School,E06000008,Blackburn with Darwen,z,,,,
112453,9426032,Austin Friars,E06000063,Cumberland,z,,,,
123945,9337018,Avalon School,E06000066,Somerset,4,,,,
143679,8564001,Avanti Fields School,E06000016,Leicester,23,39.1,60.9,59.1,21.8
149078,9194037,Avanti Grange Secondary School,E10000015,Hertfordshire,0,,,,
138227,3104000,Avanti House School,E09000015,Harrow,21,52.4,76.7,73.9,24.3
140354,9376008,Avon Park School,E10000031,Warwickshire,z,,,,
143005,8654071,Avon Valley Academy,E06000054,Wiltshire,13,7.7,20.3,19.1,12.6
147467,8394008,Avonbourne Boys' Academy,E06000058,"Bournemouth, Christchurch and Poole",44,52.3,61,,8.7
138193,8395404,Avonbourne Girls Academy,E06000058,"Bournemouth, Christchurch and Poole",54,40.7,68.5,,27.8
144392,8784021,Axe Valley Academy,E10000008,Devon,41,24.4,33,33.1,8.6
135155,3076338,Ayesha Siddiqa Girls School,E09000009,Ealing,z,,,,
136884,8254500,Aylesbury Grammar School,E06000060,Buckinghamshire,12,100,94.8,,-5.2
136846,8254058,Aylesbury High School,E06000060,Buckinghamshire,14,92.9,99.4,,6.5
139434,8254003,Aylesbury UTC,E06000060,Buckinghamshire,25,8,18.8,16.3,10.8
149319,8864029,Aylesford School,E10000016,Kent,36,2.8,25.4,21,22.6
137770,9374190,Aylesford School Warwick,E10000031,Warwickshire,54,5.6,41.8,32.6,36.2
116936,8844015,Aylestone School,E06000019,"Herefordshire, County of",30,10,39,28.7,29.0
121164,9264046,Aylsham High School,E10000020,Norfolk,53,20.8,48.3,41.9,27.5
136147,3086907,Aylward Academy,E09000010,Enfield,100,35,38,37.7,3.0
134417,3166064,Azhar Academy Girls School,E09000025,Newham,z,,,,
138111,3824045,BBG Academy,E08000034,Kirklees,45,28.9,61.3,54.3,32.4
148646,8906011,BFC School,E06000009,Blackpool,z,,,,
149042,3304044,BOA Digital Technologies Academy,E08000025,Birmingham,0,,,,
101849,3066900,BRIT School for Performing Arts and Technology,E09000008,Croydon,34,32.4,58.9,54.3,26.5
143247,8564270,Babington Academy,E06000016,Leicester,127,18.9,41.3,30,22.4
101680,3056000,Babington House School,E09000006,Bromley,z,,,,
103751,3316017,Bablake School,E08000026,Coventry,z,,,,
136722,8024129,Backwell School,E06000024,North Somerset,40,22.5,61.8,56.3,39.3
145313,2104005,Bacon's College,E09000028,Southwark,83,36.1,64,50.3,27.9
150261,8884032,Bacup and Rawtenstall Grammar School,E10000017,Lancashire,7,100,96.4,96.6,-3.6
147864,3717001,Bader Academy,E08000017,Doncaster,7,0,0,,0.0
109337,8016003,Badminton School,E06000023,"Bristol, City of",z,,,,
150498,3317019,Baginton Fields Academy,E08000026,Coventry,8,,,,
136258,3916040,Bahr Academy,E08000021,Newcastle upon Tyne,z,,,,
119813,8885404,Baines School,E10000017,Lancashire,43,27.9,45.6,43,17.7
150171,3846014,Balance Alternative Provision,E08000036,Wakefield,z,,,,
136474,9165408,Balcarras School,E10000013,Gloucestershire,15,20,70.4,68.4,50.4
101181,2136384,Bales College,E09000033,Westminster,z,,,,
116524,8506012,Ballard School,E10000014,Hampshire,z,,,,
119775,8884500,Balshaw's Church of England High School,E10000017,Lancashire,26,23.1,63,58.5,39.9
108738,3937000,Bamburgh School,E08000023,South Tyneside,15,6.7,0,,-6.7
102875,3176063,Bancroft's School,E09000026,Redbridge,z,,,,
133441,3417070,Bank View High School,E08000012,Liverpool,29,0,14.3,,14.3
148346,9266030,Banks House School,E10000020,Norfolk,z,,,,
149911,8856084,Bankside School,E10000034,Worcestershire,z,,,,
138530,3947004,Barbara Priestman Academy,E08000024,Sunderland,15,0,8.3,3.7,8.3
144623,9194026,Barclay Academy,E10000015,Hertfordshire,28,32.1,65.2,57.5,33.1
146683,9317029,Bardwell School,E10000025,Oxfordshire,0,,,,
101241,3014021,"Barking Abbey School, A Specialist Sports and Humanities College",E09000002,Barking and Dagenham,87,31,57.1,52.1,26.1
144929,8154232,Barlby High School,E06000065,North Yorkshire,11,0,42.5,40.7,42.5
113636,8787008,Barley Lane School,E10000008,Devon,10,,,,
114336,8406003,Barnard Castle School,E06000047,County Durham,z,,,,
122384,9297010,Barndale School,E06000057,Northumberland,5,,,,
137844,3125412,Barnhill Community High School,E09000017,Hillingdon,81,49.4,62,58.9,12.6
131749,3706905,Barnsley Academy,E08000016,Barnsley,87,26.4,57.3,45.1,30.9
130524,3708001,Barnsley College,E08000016,Barnsley,8,0,3.1,,3.1
117518,9194066,Barnwell School,E10000015,Hertfordshire,48,18.8,43,36.6,24.2
115720,9164012,Barnwood Park School,E10000013,Gloucestershire,48,12.5,44.9,36.6,32.4
136885,3355406,Barr Beacon School,E08000030,Walsall,53,47.2,65.9,62.3,18.7
142339,3314000,Barr's Hill School,E08000026,Coventry,59,37.3,52.6,47.5,15.3
139607,8847003,Barrs Court School,E06000019,"Herefordshire, County of",8,,,,
137919,9314054,Bartholomew School,E10000025,Oxfordshire,21,38.1,69.8,67,31.7
136589,3304108,Bartley Green School,E08000025,Birmingham,102,19.6,43.9,30.5,24.3
